,polynomial-regression-model-degree,residuals-min,residuals-max,residuals-µ,residuals-σ,mse,mae,rmse
493,494,2.1285339542658293e+21,7.936404866181456e+23,2.743348834491301e+23,2.203656821363194e+23,1.2382066214045318e+47,2.743348834491301e+23,3.51881602446694e+23
494,495,1.40626172755628e+23,8.05191640408216e+24,1.695585140487339e+24,1.4757352561547726e+24,5.0528035148996635e+48,1.695585140487339e+24,2.2478441927543962e+24
495,496,2.90844010920939e+21,3.321139818029457e+23,9.524014936433381e+22,8.832869232303319e+22,1.6872643938437675e+46,9.524014936433381e+22,1.2989474176593013e+23
496,497,2.2303996370694334e+21,3.743736494936069e+23,9.884153287689337e+22,9.220293929388432e+22,1.8271030635885712e+46,9.884153287689337e+22,1.3517037632516125e+23
497,498,1.8713122315906947e+20,3.299281440351304e+23,9.819240740185969e+22,8.377167731631001e+22,1.6659442791760758e+46,9.819240740185969e+22,1.2907146389407985e+23
498,499,7.03047016434033e+20,4.989278889761804e+23,1.2821111863834983e+23,1.0803062509623856e+23,2.8108706901181064e+46,1.2821111863834983e+23,1.676565146398465e+23
499,500,4.218106550303166e+22,9.413077964589131e+24,2.080174934238129e+24,2.1349931481104764e+24,8.885323499511286e+48,2.080174934238129e+24,2.9808259760528264e+24
500,501,5.041254109109622e+21,1.1849035512209616e+24,2.5664233287889264e+23,2.3571151317387612e+23,1.2142520446823875e+47,2.5664233287889264e+23,3.4846119506802866e+23
501,502,1.3819157747604904e+21,6.641985502229139e+23,2.0329322486646647e+23,1.747009334650647e+23,7.184855143017266e+46,2.0329322486646647e+23,2.680458009933613e+23
502,503,7.974054360128637e+21,9.921749130513121e+23,2.650794786931246e+23,2.470337555788943e+23,1.3129280641963157e+47,2.650794786931246e+23,3.6234349231030986e+23
503,504,1.0706156570772693e+21,1.0723515106782134e+24,2.9352201902110984e+23,2.7585301933371686e+23,1.6225006392575675e+47,2.9352201902110984e+23,4.028027605736544e+23
504,505,5.210353510944644e+21,7.357549570292526e+23,1.5786560965457655e+23,1.730859691755748e+23,5.488030343705915e+46,1.5786560965457655e+23,2.342654550655285e+23
505,506,8.241004135471552e+21,5.4905746630633975e+23,1.1811337098533004e+23,1.2127396447042611e+23,2.8658142863892387e+46,1.1811337098533004e+23,1.692871609540794e+23
506,507,1.9724588005052683e+22,1.240113036125822e+25,3.722214446154532e+24,2.691447792520317e+24,2.1098771603023972e+49,3.722214446154532e+24,4.593339918079651e+24
507,508,4.933384376405426e+22,2.240218674210231e+24,5.774160606225197e+23,4.6542538884778174e+23,5.500300996489382e+47,5.774160606225197e+23,7.416401416111039e+23
508,509,8.027053969368035e+21,5.335821991544428e+23,1.6552736308761436e+23,1.426848854793431e+23,4.775828447499217e+46,1.6552736308761436e+23,2.1853668908215887e+23
509,510,2.2983886275558832e+21,2.182063482123318e+24,5.109952239712001e+23,4.470902453753421e+23,4.610058064311606e+47,5.109952239712001e+23,6.789740837698893e+23
510,511,4.1308258313972095e+20,1.2228661877075777e+24,1.9573381075096266e+23,2.3531580751891656e+23,9.368525393937344e+46,1.9573381075096266e+23,3.060804697124164e+23
511,512,2.9262111311326877e+21,5.526905932415546e+23,1.472465235567164e+23,1.3353944123944401e+23,3.951432106608156e+46,1.472465235567164e+23,1.987820944302619e+23
512,513,1.5998118976355576e+21,3.938514024979297e+23,1.3378692759323385e+23,1.077792993677549e+23,2.951531936704134e+46,1.3378692759323385e+23,1.7180023098657738e+23
513,514,1.2188005294257545e+21,6.962754771776852e+23,2.2528305413535106e+23,1.9270269253852245e+23,8.78867821921478e+46,2.2528305413535106e+23,2.964570494897158e+23
514,515,2.059729398212088e+22,2.1136578085929242e+24,7.815396566956201e+23,6.194220255040153e+23,9.944878806674047e+47,7.815396566956201e+23,9.972401318977313e+23
515,516,2.1306222423930237e+22,2.1873076831070266e+24,8.201553517841823e+23,6.365278539996041e+23,1.0778225099775772e+48,8.201553517841823e+23,1.0381823105686097e+24
516,517,1.8713694282499962e+21,4.029848600920856e+23,1.260291630163398e+23,1.1229303571458777e+23,2.8493075800596844e+46,1.260291630163398e+23,1.6879892120685145e+23
517,518,7.333555965579619e+20,4.564179424437463e+23,1.0054759066326162e+23,1.1688302034407122e+23,2.377145843293939e+46,1.0054759066326162e+23,1.5417995470533575e+23
518,519,2.7978694456580023e+21,4.2151098857331484e+23,1.1305523029869688e+23,1.0389833262067011e+23,2.357634861924679e+46,1.1305523029869688e+23,1.5354591697354507e+23
519,520,2.338105993665145e+21,6.429425159034364e+23,1.3283358863269482e+23,1.3415613105856297e+23,3.564262976964232e+46,1.3283358863269482e+23,1.8879255750596294e+23
520,521,1.3195624724903053e+21,4.7007978703578395e+24,7.64417161853333e+23,8.793805500151283e+23,1.357643749080814e+48,7.64417161853333e+23,1.1651797067752313e+24
521,522,2.1448036761691436e+21,6.616179964545231e+23,1.5420092856461023e+23,1.712941949848358e+23,5.3119627605691e+46,1.5420092856461023e+23,2.304769567780931e+23
522,523,5.86239385702169e+21,1.0522533604135258e+24,2.346426902382167e+23,2.6085291290639425e+23,1.2310143425397862e+47,2.346426902382167e+23,3.5085813978583796e+23
523,524,7.310510997378006e+20,6.85408395174188e+23,1.4511285911434494e+23,1.6484773416041137e+23,4.823251733816138e+46,1.4511285911434494e+23,2.1961902772337687e+23
524,525,5.287637876595679e+21,6.724935976390758e+23,1.355721434433407e+23,1.4507669040121436e+23,3.942705217559156e+46,1.355721434433407e+23,1.9856246416579233e+23
525,526,2.390053248798832e+21,1.0582269318485174e+24,1.9055923833325502e+23,1.794747380531822e+23,6.852400491340866e+46,1.9055923833325502e+23,2.6177090157885894e+23
526,527,1.4049119246868095e+22,9.4064783482361e+23,1.982637080980037e+23,1.8021681122816142e+23,7.178659699801721e+46,1.982637080980037e+23,2.6793020919265005e+23
527,528,1.256964215292511e+21,5.618003684298845e+23,1.0844908069363019e+23,1.2729306868526818e+23,2.796472843860591e+46,1.0844908069363019e+23,1.6722657814655514e+23
528,529,9.244695308835599e+21,1.11919026720673e+24,2.405203810711167e+23,2.590049951723062e+23,1.2493364123480152e+47,2.405203810711167e+23,3.534595326693022e+23
529,530,3.502928024873741e+21,1.0378513064335724e+24,2.278015141310249e+23,2.4830441056936184e+23,1.1354861014858573e+47,2.278015141310249e+23,3.3696974663697294e+23
530,531,5.144310695287305e+22,6.290176820445091e+24,2.055138913771476e+24,1.779306896195609e+24,7.389528985747055e+48,2.055138913771476e+24,2.7183688097362825e+24
531,532,4.330476980938503e+21,1.3510363821548984e+24,2.3756466547096226e+23,2.602956564429319e+23,1.2419079904338709e+47,2.3756466547096226e+23,3.524071495350046e+23
532,533,6.847991004305251e+20,1.1741210804870276e+24,2.6272847599132938e+23,2.869365916285065e+23,1.5135885971211082e+47,2.6272847599132938e+23,3.890486598256198e+23
533,534,1.4687694664839023e+21,1.2953800334300226e+24,2.1627030080684865e+23,2.4344052818735998e+23,1.0603613377522556e+47,2.1627030080684865e+23,3.256318991978912e+23
534,535,1.132960260522544e+21,1.2213809603237323e+24,2.1395201792846126e+23,2.3295685523756864e+23,1.0004436237783812e+47,2.1395201792846126e+23,3.162979013174734e+23
535,536,9.268910753231636e+20,1.0851567170852323e+24,2.082507064174927e+23,2.0859525378614706e+23,8.688033662549184e+46,2.082507064174927e+23,2.9475470585809455e+23
536,537,5.461769362236816e+21,1.0579037778394909e+24,1.9895960436495354e+23,2.0825246163170416e+23,8.295401194472323e+46,1.9895960436495354e+23,2.8801738132398057e+23
537,538,5.076915414877475e+22,5.48903956212358e+25,1.3203942268969854e+25,1.2896489515291117e+25,3.4066353326030255e+50,1.3203942268969854e+25,1.8457072716449446e+25
538,539,2.7839658868504693e+22,2.477243026622974e+24,5.252005457301216e+23,5.826867283328659e+23,6.153594366104767e+47,5.252005457301216e+23,7.844484920059931e+23
539,540,6.892485292427812e+21,1.7164104103270813e+24,2.8961530725330623e+23,3.6246623667671026e+23,2.152587989260039e+47,2.8961530725330623e+23,4.639599109039529e+23
540,541,9.945687049811414e+21,1.5926946350323918e+24,4.2204282279898163e+23,4.607120440469655e+23,3.9037573180606564e+47,4.2204282279898163e+23,6.248005536217663e+23
541,542,2.751080070101938e+21,2.658717063822806e+24,5.375070042408091e+23,6.150988171120766e+23,6.67260334420605e+47,5.375070042408091e+23,8.168600457976904e+23
542,543,1.1981815973602983e+22,2.15431545835693e+24,4.869461207891654e+23,5.283516662064726e+23,5.162720077347722e+47,4.869461207891654e+23,7.185207079373372e+23
543,544,6.44833395358077e+21,3.838608019876733e+24,7.821272936750116e+23,8.258005286725583e+23,1.2936696166672745e+48,7.821272936750116e+23,1.1373959805921922e+24
544,545,6.564711922700166e+21,1.002873165106593e+24,2.5230040479219843e+23,2.6592025420899616e+23,1.3436907585688431e+47,2.5230040479219843e+23,3.665638769121752e+23
545,546,1.3112090032442977e+21,1.3395321825242198e+24,2.6661523130795247e+23,2.8667405064854575e+23,1.5326569288063792e+47,2.6661523130795247e+23,3.9149162555620256e+23
546,547,4.858495808673635e+21,8.614194617464104e+23,2.397433370559755e+23,2.0730392913377157e+23,1.0045178669703486e+47,2.397433370559755e+23,3.169412985034214e+23
547,548,1.2702449746833184e+21,8.138660770210743e+23,1.6994103943373233e+23,1.878298723751263e+23,6.41600178402736e+46,1.6994103943373233e+23,2.5329827839974277e+23
548,549,5.33144838470345e+21,1.122905658750368e+24,2.426004315852834e+23,2.2878596716805942e+23,1.1119798817839011e+47,2.426004315852834e+23,3.334636234709719e+23
549,550,9.903690397099783e+21,8.211173109638159e+23,1.6300469646518564e+23,1.838195934597727e+23,6.036017400942342e+46,1.6300469646518564e+23,2.4568307635940948e+23
550,551,2.4428746258582925e+22,9.232394824930213e+23,1.765859241804994e+23,1.840070641875311e+23,6.504118828959527e+46,1.765859241804994e+23,2.5503173976898498e+23
551,552,1.241232234968569e+21,7.323807720279508e+23,1.3263475684023193e+23,1.533611207209351e+23,4.111161207084869e+46,1.3263475684023193e+23,2.027599863652804e+23
552,553,1.2729777275548153e+21,5.1310332155055735e+23,1.2131712335690316e+23,1.417904040770327e+23,3.4822363107922275e+46,1.2131712335690316e+23,1.866075108561343e+23
553,554,1.4670015238110813e+21,4.8675455308045935e+23,1.2149547128927302e+23,1.4306056977494987e+23,3.522747616813586e+46,1.2149547128927302e+23,1.87689840343413e+23
554,555,3.7147535859465564e+21,7.32305607239265e+23,1.896979682506781e+23,2.160892940707355e+23,8.26799021704241e+46,1.896979682506781e+23,2.8754113126720516e+23
555,556,6.971133932113539e+20,7.27405283222979e+23,1.823203329081616e+23,2.0975513328374145e+23,7.723791973062302e+46,1.823203329081616e+23,2.779171094600385e+23
556,557,5.684596760885821e+21,7.869718896715599e+23,1.2263932525149943e+23,1.482707009169544e+23,3.7024604848548003e+46,1.2263932525149943e+23,1.9241778724574296e+23
557,558,3.549615463709816e+21,8.654692744827822e+23,1.4677239396853798e+23,1.830131944901164e+23,5.503596498873288e+46,1.4677239396853798e+23,2.345974530738407e+23
558,559,1.201808229637848e+22,8.56818741444464e+23,2.1435863015483102e+23,2.302488513333003e+23,9.896415586215987e+46,2.1435863015483102e+23,3.1458568922021844e+23
559,560,1.3330728152568053e+21,5.528884996859747e+23,1.5919136437312174e+23,1.7268126848466974e+23,5.51607109764506e+46,1.5919136437312174e+23,2.3486317501143213e+23
560,561,9.291153272758906e+21,1.5037658622926866e+24,4.4333023869984945e+23,4.400529769387435e+23,3.901883230583158e+47,4.4333023869984945e+23,6.246505607604268e+23
561,562,8.736148928940839e+21,2.0442671965642988e+24,3.7851418062508003e+23,4.2541848655607885e+23,3.2425387363794033e+47,3.7851418062508003e+23,5.694329404222593e+23
562,563,7.290023456893395e+21,2.1252090754838656e+24,3.828692103679543e+23,4.3082868576013775e+23,3.3220218872158825e+47,3.828692103679543e+23,5.76369836755523e+23
563,564,8.916737315250561e+20,1.393274269496536e+24,3.4503015111167545e+23,3.400137735253438e+23,2.346551713630893e+47,3.4503015111167545e+23,4.844121915921288e+23
564,565,1.161483182257813e+22,1.0863516786288409e+24,3.0356394138187256e+23,2.78979713013372e+23,1.6998074678032038e+47,3.0356394138187256e+23,4.1228721394232006e+23
565,566,2.1327346248609432e+21,6.173136827158606e+23,1.439838072102914e+23,1.4796081271257998e+23,4.262373883733753e+46,1.439838072102914e+23,2.0645517391757836e+23
566,567,1.0327696485410574e+21,5.853279235930001e+23,1.5571876847713596e+23,1.5644608733455636e+23,4.872371309832751e+46,1.5571876847713596e+23,2.2073448552124226e+23
567,568,1.4803311867684402e+21,5.0491938078046794e+23,1.5320862556994022e+23,1.525007077268352e+23,4.672934880621575e+46,1.5320862556994022e+23,2.1616972222357077e+23
568,569,4.314032507573548e+21,7.849931144617886e+23,1.7496148641412897e+23,2.117385181990976e+23,7.544472181739102e+46,1.7496148641412897e+23,2.7467202590979485e+23
569,570,1.6882487606213754e+21,1.1610824244603423e+24,2.4289829965600233e+23,2.8307964675896686e+23,1.3913367038495858e+47,2.4289829965600233e+23,3.730062605171106e+23
570,571,5.252637884960542e+21,1.6933757238110094e+24,3.289974090714033e+23,4.029209851457823e+23,2.70584615446544e+47,3.289974090714033e+23,5.20177484563244e+23
571,572,1.0879585459922872e+22,9.800299030198546e+23,2.408396821151224e+23,2.6895764778591372e+23,1.3034196878384482e+47,2.408396821151224e+23,3.6102904146875055e+23
572,573,2.6377732795829605e+21,5.490142789109327e+23,1.5613011075743685e+23,1.2340342913468934e+23,3.960501780732979e+46,1.5613011075743685e+23,1.9901009473725145e+23
573,574,6.239473851026922e+21,1.0445023384371933e+24,2.2467790902893985e+23,2.3801440907947476e+23,1.0713102173506812e+47,2.2467790902893985e+23,3.273087559706708e+23
574,575,4.660972877644944e+21,1.1627272699507531e+24,2.1544143428789172e+23,2.4389833547784977e+23,1.0590140965688975e+47,2.1544143428789172e+23,3.254249677834965e+23
575,576,9.938067162070264e+20,1.931443349696253e+24,4.040833849671766e+23,4.192153510861808e+23,3.3902489259284118e+47,4.040833849671766e+23,5.822584414096898e+23
576,577,1.074428143866916e+22,2.2735984574071993e+24,5.099727887753925e+23,4.9251756272296594e+23,5.0264579488192174e+47,5.099727887753925e+23,7.089751722605819e+23
577,578,1.946235150981899e+22,2.3480602054549038e+24,5.367142283900075e+23,5.125416539727363e+23,5.507611100133893e+47,5.367142283900075e+23,7.421328115730966e+23
578,579,1.248624900457431e+22,1.146997494220267e+24,3.140202383048486e+23,2.8140882065351855e+23,1.7779963440663812e+47,3.140202383048486e+23,4.2166293933263586e+23
579,580,6.4672739073390664e+22,4.685720237339665e+24,1.0299563068501171e+24,1.0622117892450351e+24,2.189103879231471e+48,1.0299563068501171e+24,1.479562056566561e+24
580,581,8.809467218507621e+21,1.4970434422134376e+24,3.0460836838286444e+23,3.667229590814064e+23,2.272719868062937e+47,3.0460836838286444e+23,4.767305180144163e+23
581,582,3.662548590645121e+20,1.6012014782866002e+24,3.3201922017214486e+23,4.148895181384761e+23,2.8237007482489603e+47,3.3201922017214486e+23,5.313850532569542e+23
582,583,1.675048574463028e+22,1.0357980275168833e+24,2.2080786336287536e+23,2.5190411516239914e+23,1.1221179575862948e+47,2.2080786336287536e+23,3.349802915973259e+23
583,584,4.6936194711274085e+21,9.919671090154162e+23,2.173775569148353e+23,2.477701882691086e+23,1.08643068445172e+47,2.173775569148353e+23,3.2961047987764584e+23
584,585,6.336693318607016e+21,1.4724575714266274e+24,3.6483909158076067e+23,3.3106796212478065e+23,2.4271355829092986e+47,3.6483909158076067e+23,4.926596779633278e+23
585,586,8.055554309305313e+21,1.2358137669293998e+24,3.014533375624361e+23,2.6605801201728214e+23,1.616609804861203e+47,3.014533375624361e+23,4.020708650053126e+23
586,587,1.1224102677219069e+22,1.3285767809290893e+24,3.613315962033216e+23,3.20234436555293e+23,2.3311061677072613e+47,3.613315962033216e+23,4.828153029583115e+23
587,588,8.600562201406748e+21,1.0161161932763267e+24,2.9717963594048206e+23,2.6423966820394012e+23,1.5813833827024584e+47,2.9717963594048206e+23,3.9766611405832135e+23
588,589,1.1518406149422475e+20,4.043381451277357e+23,1.0984562497910086e+23,1.0619005184692096e+23,2.3342388438301027e+46,1.0984562497910086e+23,1.5278216007865913e+23
589,590,1.6301863871255046e+21,7.282409206423058e+23,1.4197786222827689e+23,1.4714103863323744e+23,4.180819861297944e+46,1.4197786222827689e+23,2.044705323829804e+23
590,591,1.075945999925426e+23,1.457497928529231e+25,3.7205148728894534e+24,3.6883403487503367e+24,2.7446085447611386e+49,3.7205148728894534e+24,5.238901167956062e+24
591,592,2.0300103098473175e+21,5.565292619627699e+23,1.2744758301999497e+23,1.3491039777116086e+23,3.4443701844411346e+46,1.2744758301999497e+23,1.855901447933358e+23
592,593,1.9817095193184992e+21,6.705434253354078e+23,1.6196463532221795e+23,1.900611117993713e+23,6.235576931347217e+46,1.6196463532221795e+23,2.4971137201471656e+23
593,594,1.2300016167818017e+21,7.523619320723085e+23,1.6014660007890764e+23,1.9226904333007653e+23,6.261431853989643e+46,1.6014660007890764e+23,2.5022853262547106e+23
594,595,1.5130768318369012e+22,9.159142949254526e+23,2.0417973943641865e+23,2.1203298090191882e+23,8.664735098647726e+46,2.0417973943641865e+23,2.9435922099787748e+23
595,596,7.377241841768207e+20,1.1873334811422479e+24,2.457949700960319e+23,2.7424576862915685e+23,1.3562590893550626e+47,2.457949700960319e+23,3.68274230615592e+23
596,597,5.180182107279055e+22,7.583040734399167e+24,2.2365140242428175e+24,2.1408921615017378e+24,9.585414227814382e+48,2.2365140242428175e+24,3.0960320133704016e+24
597,598,4.392020908003138e+20,7.667756608801464e+23,2.4042615928666964e+23,2.0715792428308904e+23,1.007191436626171e+47,2.4042615928666964e+23,3.17362795019544e+23
598,599,2.9219604058760945e+22,2.520734246053327e+24,6.0118120321063283e+23,6.187610560075505e+23,7.442840835253635e+47,6.0118120321063283e+23,8.62719006122714e+23
599,600,2.8232675483161306e+22,2.474787310484172e+24,5.8858919943060404e+23,6.045597371763121e+23,7.119297215010506e+47,5.8858919943060404e+23,8.43759279357004e+23
600,601,8.538498381912497e+21,7.646166726670346e+23,2.2803753773829034e+23,1.9552041973223116e+23,9.022935315001005e+46,2.2803753773829034e+23,3.0038201202803416e+23
601,602,1.0497799817261365e+22,9.036320209464667e+23,2.7720632007918253e+23,2.2298813600737677e+23,1.2656705269188657e+47,2.7720632007918253e+23,3.557626353228885e+23
602,603,1.0080699497464935e+22,8.778665407767202e+23,2.636197726149173e+23,2.0828816556179863e+23,1.1287934442663993e+47,2.636197726149173e+23,3.359752140063906e+23
603,604,3.2996313567495266e+21,7.096711667104991e+23,2.2919069567384923e+23,1.9191279879884066e+23,8.935889732626727e+46,2.2919069567384923e+23,2.9892958589986917e+23
604,605,9.021266129549594e+21,7.610634714119339e+23,1.5612281943347548e+23,1.7671555908058034e+23,5.560272356901969e+46,1.5612281943347548e+23,2.3580229763303767e+23
605,606,5.795856919335097e+22,3.7475943793078054e+24,7.511537073954128e+23,8.10035346230231e+23,1.2203891542762036e+48,7.511537073954128e+23,1.1047122495365947e+24
606,607,4.620320869677479e+20,1.1495597875411662e+24,1.9982950320224076e+23,2.397236869298516e+23,9.739927642529586e+46,1.9982950320224076e+23,3.1208857144294125e+23
607,608,2.4976872382873804e+21,7.789445012946653e+23,1.5256920247265684e+23,1.728415195696187e+23,5.315155243027747e+46,1.5256920247265684e+23,2.305462045453741e+23
608,609,4.6234766681202575e+21,6.747511952909362e+23,1.4889043242901687e+23,1.600927493819119e+23,4.779804927355929e+46,1.4889043242901687e+23,2.186276498377076e+23
609,610,3.064682395740859e+21,6.330339892962228e+23,1.957331450516595e+23,1.738722787779621e+23,6.854303339925534e+46,1.957331450516595e+23,2.6180724474172853e+23
610,611,1.5130662409532573e+21,2.0911002012302284e+24,4.9560907483932194e+23,4.787764736160006e+23,4.748552667512615e+47,4.9560907483932194e+23,6.890974290702741e+23
611,612,7.76814750028363e+22,1.6388469319293087e+25,3.923329324774001e+24,4.1472584896912104e+24,3.259226597094745e+49,3.923329324774001e+24,5.708963651219672e+24
612,613,7.200925178626591e+21,1.5922901078321373e+24,4.2256736546106975e+23,3.534198451837542e+23,3.034687653224181e+47,4.2256736546106975e+23,5.508799917608354e+23
613,614,2.9078879888415727e+22,6.414202825877146e+24,1.4308513749380714e+24,1.5172153507763603e+24,4.3492780777936035e+48,1.4308513749380714e+24,2.0854922866780407e+24
614,615,9.187840876515961e+21,2.213578868614033e+24,5.284952457576187e+23,4.952321754789155e+23,5.245621324179853e+47,5.284952457576187e+23,7.242666169429496e+23
615,616,2.1257484815987418e+21,1.4092658683956748e+24,3.3684903055354344e+23,3.118044142053102e+23,2.106892621027787e+47,3.3684903055354344e+23,4.590090000237236e+23
616,617,3.4595377327694655e+22,4.766765787973754e+24,1.0537334814385236e+24,1.1116400000025604e+24,2.3460977395102442e+48,1.0537334814385236e+24,1.531697665830383e+24
617,618,3.3371591072574586e+22,5.895514695756926e+24,1.3994357114196626e+24,1.3912746207715938e+24,3.894065380799798e+48,1.3994357114196626e+24,1.9733386381459717e+24
618,619,1.564068860994257e+21,5.555353349328014e+23,1.639621374881894e+23,1.5862070397198774e+23,5.204411025826489e+46,1.639621374881894e+23,2.281317826570092e+23
619,620,3.807188643143562e+21,6.111542908450458e+23,1.4831651126209716e+23,1.4975836325656832e+23,4.4425354878246055e+46,1.4831651126209716e+23,2.107732309337361e+23
620,621,1.8877989124216088e+21,5.371061537941175e+23,1.5579427829208367e+23,1.5267528690684373e+23,4.758160038063825e+46,1.5579427829208367e+23,2.1813207095848664e+23
621,622,2.180826912752088e+20,4.306749223019204e+23,1.2615285472418683e+23,1.1913409865077803e+23,3.0107476216395097e+46,1.2615285472418683e+23,1.7351506048869388e+23
622,623,1.7057612777618932e+21,5.668152923164204e+23,1.4275830175052109e+23,1.3156556879106481e+23,3.7689431610009243e+46,1.4275830175052109e+23,1.941376614930994e+23
623,624,3.7134543244457846e+21,1.0992497899200714e+24,2.6018703225983728e+23,2.536773569583638e+23,1.320494931895627e+47,2.6018703225983728e+23,3.633861488686143e+23
624,625,8.483757681121769e+21,4.8923601471305734e+23,1.396279690710759e+23,1.2204474507419058e+23,3.439088954713749e+46,1.396279690710759e+23,1.8544780814864728e+23
625,626,7.030805592059465e+20,6.164377749172612e+23,1.5723513824026104e+23,1.4700485014241319e+23,4.633331466282738e+46,1.5723513824026104e+23,2.1525174717717712e+23
626,627,1.011671684588436e+22,8.248778325921749e+23,1.964077510385434e+23,1.9535804684292935e+23,7.674077113430263e+46,1.964077510385434e+23,2.7702124671999914e+23
627,628,6.309808651598548e+21,1.0665538999594065e+24,2.374805862782193e+23,2.3003919600980256e+23,1.0931506055988316e+47,2.374805862782193e+23,3.306282815487555e+23
628,629,1.3372524559743802e+21,6.920000658264301e+23,1.561770208574967e+23,1.6105827110753106e+23,5.033102853606994e+46,1.561770208574967e+23,2.2434577895755012e+23
629,630,3.264845121712057e+21,6.423983371162871e+23,1.361809821930493e+23,1.4629591778503923e+23,3.994775547163057e+46,1.361809821930493e+23,1.9986934600290905e+23
630,631,4.9633818992271426e+20,6.225909349582956e+23,1.474762747912096e+23,1.4157761663079492e+23,4.17934731571487e+46,1.474762747912096e+23,2.0443452046351834e+23
631,632,8.448983923317067e+20,4.283704656420653e+23,1.1671975087354444e+23,1.0793011117889386e+23,2.527240914307067e+46,1.1671975087354444e+23,1.5897298243120016e+23
632,633,7.163821344284308e+20,6.301857781368135e+23,1.3867286935249151e+23,1.618188107098942e+23,4.5415492194017763e+46,1.3867286935249151e+23,2.1310910866037088e+23
633,634,3.595200142898341e+22,3.118667286763898e+24,6.148821124616637e+23,5.8061387154508906e+23,7.151924800558951e+47,6.148821124616637e+23,8.456905344485624e+23
634,635,2.9880099460334554e+21,6.0215244419903624e+23,1.6342266166828182e+23,1.5415604954899545e+23,5.047105395929806e+46,1.6342266166828182e+23,2.2465763721560428e+23
635,636,1.8108536149706927e+21,5.874697978225753e+23,1.4383869781540724e+23,1.5469994955812093e+23,4.462164538251719e+46,1.4383869781540724e+23,2.1123836153151065e+23
636,637,1.2652875485083452e+21,8.638296232140582e+23,2.236696397131511e+23,2.3552682625473168e+23,1.055009936150374e+47,2.236696397131511e+23,3.2480916491847546e+23
637,638,9.4824995264831e+20,7.313963500191845e+23,1.9429061028288977e+23,2.059466168201694e+23,8.016285022377144e+46,1.9429061028288977e+23,2.8313044736264492e+23
638,639,3.647091986220387e+20,1.8219365176442085e+24,4.748037161270797e+23,4.8419378688035276e+23,4.59882192101621e+47,4.748037161270797e+23,6.781461436162717e+23
639,640,1.8099873438933681e+21,1.8657397639347887e+24,4.8134088867896595e+23,4.6687919788393325e+23,4.496652365310017e+47,4.8134088867896595e+23,6.705708288697038e+23
640,641,4.849679901310801e+21,7.967090882501537e+23,1.6241715364124855e+23,1.7253901767479013e+23,5.614904441710648e+46,1.6241715364124855e+23,2.3695789587415415e+23
641,642,2.5980326796318055e+20,7.902782335187018e+23,1.647827034301775e+23,1.7041090239819434e+23,5.619321500592473e+46,1.647827034301775e+23,2.3705108100560252e+23
642,643,6.093559077029479e+21,7.90190305253985e+23,1.7416929042309396e+23,1.6467267791093713e+23,5.745203257684327e+46,1.7416929042309396e+23,2.396915363062352e+23
643,644,7.97961536844085e+21,7.579702709278129e+23,1.442076566763382e+23,1.6458931805247353e+23,4.788549186105893e+46,1.442076566763382e+23,2.1882753908285616e+23
644,645,4.0481242893101705e+21,6.737778888016991e+23,1.4922272162790196e+23,1.6263223615961603e+23,4.871666488831545e+46,1.4922272162790196e+23,2.207185195861812e+23
645,646,5.859426415723483e+21,6.080645739488e+23,1.8452337387370675e+23,1.5212677860142592e+23,5.719143227338302e+46,1.8452337387370675e+23,2.3914730245893014e+23
646,647,6.415021996332951e+21,2.514250582624319e+24,8.310639372424742e+23,6.522382761093161e+23,1.1160820366070154e+48,8.310639372424742e+23,1.0564478390375056e+24
647,648,1.1090684556068772e+21,7.822064004443046e+23,2.5128970149163004e+23,1.9985967868107933e+23,1.0309040523825681e+47,2.5128970149163004e+23,3.2107694597752857e+23
648,649,1.9150346782946487e+21,7.592488781119918e+23,2.2674855290621583e+23,1.7823371406385937e+23,8.318216307406055e+46,2.2674855290621583e+23,2.8841318117253335e+23
649,650,4.124184673825948e+22,1.6387654073078597e+24,5.323281877822977e+23,4.1700313442325915e+23,4.572649136264079e+47,5.323281877822977e+23,6.762136597455038e+23
650,651,1.6610671647047666e+22,2.8966654762740865e+24,7.47610049489804e+23,7.176511064880823e+23,1.0739438967417161e+48,7.47610049489804e+23,1.0363126443027298e+24
651,652,1.0204715867736023e+22,2.5561271973147095e+24,6.0564499718247e+23,6.420317156306172e+23,7.790105864877477e+47,6.0564499718247e+23,8.826157637883814e+23
652,653,2.672907630267991e+21,1.3346816908203996e+25,2.8372386181070895e+24,2.81995976778639e+24,1.6002096068012095e+49,2.8372386181070895e+24,4.000261999921017e+24
653,654,4.643030686676634e+22,3.2432899634167127e+24,7.496320665981555e+23,6.621937627457048e+23,1.0004488146915365e+48,7.496320665981555e+23,1.0002243821720887e+24
654,655,5.7676665758909707e+23,8.223416578234772e+25,1.684020834650158e+25,1.782154361362672e+25,6.012000339259809e+50,1.684020834650158e+25,2.451938078186276e+25
655,656,6.598097577492539e+22,3.6426941719445093e+24,8.961487430041838e+23,8.94026222579007e+23,1.6023654562468663e+48,8.961487430041838e+23,1.2658457474142994e+24
656,657,7.267088826423415e+21,4.8169300351554724e+24,1.1819356541488146e+24,1.2010239485088976e+24,2.8394304154400895e+48,1.1819356541488146e+24,1.6850609530340703e+24
657,658,2.2800141646807855e+22,4.4607544409051374e+24,1.1129729246524032e+24,1.1315255916223062e+24,2.5190588955055347e+48,1.1129729246524032e+24,1.5871543389051787e+24
