,polynomial-regression-model-degree,residuals-min,residuals-max,residuals-µ,residuals-σ,mse,mae,rmse
988,989,8.261037721528222e+21,1.0984196159080039e+25,2.0065580531052436e+24,2.264979150911941e+24,9.156405774547284e+48,2.0065580531052436e+24,3.0259553490670156e+24
989,990,6.341956412695208e+22,1.1161507069456616e+25,2.0313846751206544e+24,2.2853817580607558e+24,9.349493478391918e+48,2.0313846751206544e+24,3.0576941440228973e+24
990,991,8.980329826096887e+22,3.2135175480892224e+25,4.061198736985095e+24,4.359682658075376e+24,3.5500168060412514e+49,4.061198736985095e+24,5.958201747206326e+24
991,992,1.6369165540034077e+23,4.292993845604127e+25,7.021774938620288e+24,6.480463741060798e+24,9.130173358783965e+49,7.021774938620288e+24,9.555194063327005e+24
992,993,1.2449616791955302e+22,1.6699323584128809e+24,3.6822858228260324e+23,3.766655554028009e+23,2.774692294367564e+47,3.6822858228260324e+23,5.267534807068259e+23
993,994,3.15080914449371e+20,4.225484033933531e+24,7.750807011073203e+23,9.396155656712532e+23,1.4836275044807244e+48,7.750807011073203e+23,1.2180424887830162e+24
994,995,6.108273078486776e+21,5.239248031423195e+24,1.1240899954061494e+24,1.2204658317644932e+24,2.753115164276793e+48,1.1240899954061494e+24,1.6592513867032905e+24
995,996,4.353821790879783e+21,2.314798018435075e+24,5.254188282433875e+23,4.855219157461698e+23,5.117964757424852e+47,5.254188282433875e+23,7.153995217656252e+23
996,997,4.6198770895668233e+21,4.3518932889905304e+24,8.184102310281477e+23,7.942567947471658e+23,1.3006391622535873e+48,8.184102310281477e+23,1.1404556818454575e+24
997,998,4.824686941456434e+21,2.8705481453882796e+24,5.068298824137742e+23,4.9385280614969813e+23,5.007671238494914e+47,5.068298824137742e+23,7.076490117632408e+23
998,999,1.465565782387889e+22,3.411352510785416e+24,5.265469448211611e+23,5.547243757020495e+23,5.849708180985274e+47,5.265469448211611e+23,7.648338499952309e+23
999,1000,1.4693732590290226e+22,3.366277096056309e+24,5.2076755985455744e+23,5.438968393321879e+23,5.67022623232414e+47,5.2076755985455744e+23,7.530090459167234e+23
